# Checking deviation from orthogonality of eigenvectors (dot product).
# Filename:           k1_l-1_b0.27_s0.9999/k1_l-1_b0.27_s0.9999_Check_Orthogonality.txt
# Program version:    Spectral_2.0
# Started in:         Fri Jan 30 15:09:24 2026
# Digits used:        15
# ================================================================================
# Level i,	Level j,	Error
# ================================================================================
2	99	2.63677968348474678351e-16
2	100	2.28116137090950132915e-16
3	4	1.84297022087775985710e-14
3	5	1.00752739484732956043e-14
3	6	-3.85802501057241897797e-15
3	7	1.02695629777826979989e-15
3	8	-1.08940634291343485529e-15
3	9	-8.76035355368287582678e-16
3	10	-9.05525654459893303283e-16
3	11	2.56739074444567449973e-16
3	12	2.65846372693445687219e-16
3	13	-7.42461647718073436408e-16
3	14	-2.98806118737005022012e-16
3	15	1.11022302462515654042e-16
3	16	-2.30718222304915343557e-16
3	17	-1.30104260698260532081e-16
3	18	-1.31838984174237339175e-16
3	19	-4.71844785465691529680e-16
3	20	-1.59594559789866252686e-16
3	21	-2.77555756156289135106e-17
3	22	4.16333634234433702659e-17
3	23	2.91433543964103591861e-16
3	24	-4.85722573273505986435e-17
3	25	2.49800180540660221595e-16
3	26	5.55111512312578270212e-17
3	27	6.93889390390722837765e-18
3	28	1.87350135405495166196e-16
3	29	-4.37150315946155387792e-16
3	30	-2.70616862252381906728e-16
3	31	-1.04777297948999148502e-15
3	32	-5.82867087928207183722e-16
3	33	1.87350135405495166196e-16
3	34	2.84494650060196363484e-16
3	35	4.99600361081320443191e-16
3	36	-3.81639164714897560771e-16
3	37	-3.12250225675825276994e-16
3	38	8.74300631892310775584e-16
3	39	7.97972798949331263429e-16
3	40	7.63278329429795121541e-17
3	41	1.11022302462515654042e-16
3	42	-2.87964097012149977672e-16
3	43	1.04083408558608425665e-16
3	44	-5.96744875736021640478e-16
3	45	-2.74086309204335520917e-16
3	46	2.42861286636752993218e-16
3	47	-1.24900090270330110798e-16
3	48	-6.24500451351650553988e-17
3	49	2.84494650060196363484e-16
3	50	3.22658566531686119561e-16
3	51	3.64291929955129489827e-16
3	52	4.54497550705923458736e-16
3	53	-2.77555756156289135106e-17
3	54	9.71445146547011972871e-17
3	55	-2.60208521396521064162e-16
3	56	1.45716771982051795931e-16
3	57	1.73472347597680709441e-17
3	58	3.46944695195361418882e-17
3	59	5.89805981832114412100e-17
3	60	-6.59194920871186695877e-17
3	61	-2.22044604925031308085e-16
3	62	-1.73472347597680709441e-17
3	63	-4.16333634234433702659e-17
3	64	-2.65412691824451485445e-16
3	65	-9.02056207507939689094e-17
3	66	-2.25514051876984922274e-17
3	67	-1.56125112837912638497e-17
3	68	-6.07153216591882483044e-17
3	69	-2.44596010112729800312e-16
3	70	6.07153216591882483044e-17
3	71	4.51028103753969844547e-17
3	72	-3.69496100383059911110e-16
3	73	1.17961196366422882420e-16
3	74	-6.76542155630954766821e-17
3	75	-1.24900090270330110798e-16
3	76	-2.49800180540660221595e-16
3	77	-9.36750677027475830982e-17
3	78	-2.02962646689286430046e-16
3	79	-2.08166817117216851329e-17
3	80	-5.72458747072346341156e-17
3	81	-2.23779328401008115179e-16
3	82	-9.19403442267707760038e-17
3	83	-3.13984949151802084089e-16
3	84	-9.88792381306780043815e-17
3	85	-1.30104260698260532081e-16
3	86	-2.30718222304915343557e-16
3	87	-1.14491749414469268231e-16
3	88	1.28369537222283724986e-16
3	89	-3.15719672627778891183e-16
3	90	-1.83880688453541552008e-16
3	91	-2.58473797920544257067e-16
3	92	-6.41847686111418624932e-17
3	93	3.64291929955129489827e-17
3	94	2.25514051876984922274e-17
3	95	-1.04083408558608425665e-17
3	96	-8.32667268468867405318e-17
3	97	1.42247325030098181742e-16
3	98	-1.96023752785379201669e-16
3	99	-2.25514051876984922274e-17
3	100	-2.22044604925031308085e-16
4	5	-1.74749104075999639463e-13
4	6	1.18516307878735460690e-14
4	7	1.27953203588049291284e-14
4	8	5.96744875736021640478e-16
4	9	1.50920942409982217214e-15
4	10	1.62023172656233782618e-15
4	11	-6.95624113866699644859e-16
4	12	1.76247905159243600792e-15
4	13	-5.96744875736021640478e-16
4	14	-9.10729824887823724566e-18
4	15	-2.77555756156289135106e-17
4	16	0.00000000000000000000e+00
4	17	-1.56992474575901042044e-16
4	18	1.94289029309402394574e-16
4	19	-9.02056207507939689094e-17
4	20	6.66133814775093924254e-16
4	21	5.27355936696949356701e-16
4	22	2.35922392732845764840e-16
4	23	4.85722573273505986435e-17
4	24	-4.44089209850062616169e-16
4	25	-7.49400541621980664786e-16
4	26	-6.59194920871186695877e-16
4	27	-6.38378239159465010744e-16
4	28	-1.31838984174237339175e-16
4	29	-5.55111512312578270212e-16
4	30	-2.63677968348474678351e-16
4	31	-1.01307850997045534314e-15
4	32	-1.01307850997045534314e-15
4	33	-7.91033905045424035052e-16
4	34	-8.18789480661052948562e-16
4	35	-2.01227923213309622952e-16
4	36	-2.28983498828938536462e-16
4	37	-3.67761376907083104015e-16
4	38	-3.46944695195361418882e-17
4	39	5.55111512312578270212e-17
4	40	-2.49800180540660221595e-16
4	41	2.28983498828938536462e-16
4	42	-1.45716771982051795931e-16
4	43	4.16333634234433702659e-17
4	44	-1.31838984174237339175e-16
4	45	-2.35922392732845764840e-16
4	46	3.12250225675825276994e-16
4	47	5.16947595841088514135e-16
4	48	1.21430643318376496609e-16
4	49	4.85722573273505986435e-17
4	50	-1.21430643318376496609e-16
4	51	-1.73472347597680709441e-16
4	52	3.95516952522712017526e-16
4	53	3.50414142147315033071e-16
4	54	2.18575157973077693896e-16
4	55	7.63278329429795121541e-17
4	56	1.52655665885959024308e-16
4	57	-3.46944695195361418882e-17
4	58	-7.63278329429795121541e-17
4	59	-2.08166817117216851329e-17
4	60	1.24900090270330110798e-16
4	61	-2.42861286636752993218e-16
4	62	-3.81639164714897560771e-17
4	63	5.55111512312578270212e-17
4	64	5.30825383648902970890e-16
4	65	-6.93889390390722837765e-18
4	66	-2.04697370165263237141e-16
4	67	1.24900090270330110798e-16
4	68	8.32667268468867405318e-17
4	69	-1.38777878078144567553e-17
4	70	4.16333634234433702659e-17
4	71	1.04083408558608425665e-17
4	72	-1.94289029309402394574e-16
4	73	-7.63278329429795121541e-17
4	74	-1.63064006741819866875e-16
4	75	8.67361737988403547206e-17
4	76	-2.39391839684799379029e-16
4	77	-4.85722573273505986435e-17
4	78	-6.24500451351650553988e-17
4	79	-9.02056207507939689094e-17
4	80	1.04083408558608425665e-17
4	81	1.42247325030098181742e-16
4	82	7.28583859910258979653e-17
4	83	4.85722573273505986435e-17
4	84	-1.07552855510562039854e-16
4	85	-3.12250225675825276994e-17
4	86	3.81639164714897560771e-17
4	87	-7.97972798949331263429e-17
4	88	-2.08166817117216851329e-17
4	89	1.28369537222283724986e-16
4	90	1.76941794549634323630e-16
4	91	1.31838984174237339175e-16
4	92	3.26128013483639733749e-16
4	93	2.42861286636752993218e-16
4	94	1.31838984174237339175e-16
4	95	-2.35922392732845764840e-16
4	96	1.70002900645727095252e-16
4	97	3.46944695195361418882e-18
4	98	1.59594559789866252686e-16
4	99	1.07552855510562039854e-16
4	100	5.89805981832114412100e-17
5	6	7.69384556065233482514e-14
5	7	2.80539480534969243308e-14
5	8	1.60982338570647698361e-15
5	9	2.35922392732845764840e-16
5	10	4.10695782937509079602e-15
5	11	-1.66013036650980438935e-15
5	12	9.15933995315754145849e-16
5	13	-9.05525654459893303283e-16
5	14	-2.16840434497100886801e-16
5	15	-8.63892291036449933017e-16
5	16	-1.70870262383715498800e-16
5	17	-1.35134958778593272655e-15
5	18	-7.11670306019485110482e-16
5	19	-8.17054757185076141468e-16
5	20	-9.00538324466459982887e-16
5	21	-1.14665221762066948941e-15
5	22	-1.12149872721900578654e-15
5	23	-8.27896778909931185808e-16
5	24	-1.08420217248550443401e-15
5	25	-1.57903204400788865769e-15
5	26	-8.93816270997049855396e-16
5	27	-7.18175519054398137087e-16
5	28	-1.21430643318376496609e-16
5	29	-2.08513761812412212748e-15
5	30	6.44449771325383835574e-16
5	31	-5.48172618408671041834e-16
5	32	-1.08940634291343485529e-15
5	33	-1.07899800205757401272e-15
5	34	-4.07660016854549667187e-16
5	35	-2.06432093641240044235e-16
5	36	2.37657116208822571934e-16
5	37	-6.24500451351650553988e-16
5	38	-4.12864187282480088470e-16
5	39	-8.15320033709099334374e-16
5	40	-2.98372437868010820239e-16
5	41	-7.91033905045424035052e-16
5	42	-8.43075609324728247884e-16
5	43	-7.58074159001864700258e-16
5	44	-3.88578058618804789148e-16
5	45	-9.19403442267707760038e-17
5	46	-6.48786580015325853310e-16
5	47	-5.34294830600856585079e-16
5	48	-4.78783679369598758058e-16
5	49	-3.36536354339500576316e-16
5	50	-3.62557206479152682732e-16
5	51	1.23165366794353303703e-16
5	52	-3.43475248243407804694e-16
5	53	-2.77555756156289135106e-17
5	54	-3.26128013483639733749e-16
5	55	-2.01227923213309622952e-16
5	56	-2.13370987545147272613e-16
5	57	1.31838984174237339175e-16
5	58	-1.11022302462515654042e-16
5	59	-9.19403442267707760038e-17
5	60	4.80518402845575565152e-16
5	61	-2.67147415300428292539e-16
5	62	2.39391839684799379029e-16
5	63	-2.35922392732845764840e-16
5	64	-1.33573707650214146270e-16
5	65	-1.43982048506074988836e-16
5	66	-9.19403442267707760038e-17
5	67	1.21430643318376496609e-16
5	68	-2.75821032680312328011e-16
5	69	-1.23165366794353303703e-16
5	70	-1.19695919842399689514e-16
5	71	-1.61329283265843059780e-16
5	72	1.78676518025611130724e-16
5	73	-4.37150315946155387792e-16
5	74	-1.99493199737332815857e-16
5	75	5.20417042793042128324e-18
5	76	1.35308431126190953364e-16
5	77	-1.85615411929518359102e-16
5	78	6.59194920871186695877e-17
5	79	-1.82145964977564744913e-16
5	80	-7.28583859910258979653e-17
5	81	4.85722573273505986435e-17
5	82	-1.43982048506074988836e-16
5	83	-2.94902990916057206050e-17
5	84	8.67361737988403547206e-17
5	85	-2.39391839684799379029e-16
5	86	-6.93889390390722837765e-18
5	87	-2.77555756156289135106e-17
5	88	7.45931094670027050597e-17
5	89	-1.04083408558608425665e-17
5	90	1.12757025938492461137e-16
5	91	7.97972798949331263429e-17
5	92	5.37764277552810199268e-17
5	93	-1.37043154602167760459e-16
5	94	-1.21430643318376496609e-17
5	95	5.37764277552810199268e-17
5	96	-1.90819582357448780385e-17
5	97	-1.30104260698260532081e-16
5	98	-1.38777878078144567553e-17
5	99	1.71737624121703902347e-16
5	100	2.08166817117216851329e-17
6	7	-2.25208740545213004225e-13
6	8	1.36002320516581676202e-15
6	9	-4.95437024738976106164e-15
6	10	8.09421973890778190253e-15
6	11	-1.21430643318376496609e-15
6	12	-5.96744875736021640478e-16
6	13	-1.33226762955018784851e-15
6	14	2.68014777038416696087e-16
6	15	-1.22037796534968379092e-15
6	16	1.03172678733720601940e-15
6	17	3.90312782094781596243e-17
6	18	-1.03736463863413064246e-15
6	19	-6.71337985203024345537e-16
6	20	-2.48897582232066039154e-15
6	21	-8.82974249272194811056e-16
6	22	-1.15879528195250713907e-15
6	23	1.38777878078144567553e-16
6	24	-2.87964097012149977672e-16
6	25	-7.63278329429795121541e-17
6	26	-1.76941794549634323630e-16
6	27	-8.32667268468867405318e-16
6	28	-5.51642065360624656023e-16
6	29	-2.58473797920544257067e-16
6	30	1.19695919842399689514e-16
6	31	4.31946145518224966509e-16
6	32	7.39859562504108225767e-16
6	33	4.10262102068514877828e-16
6	34	8.51749226704612283356e-16
6	35	-1.26201132877312716118e-16
6	36	-3.50414142147315033071e-16
6	37	-6.35342473076505598328e-16
6	38	3.29380620001096247051e-16
6	39	1.06007867414770196035e-16
6	40	-9.71445146547011972871e-17
6	41	9.49761103097301884191e-17
6	42	2.03830008427274833593e-17
6	43	1.19695919842399689514e-16
6	44	-1.28369537222283724986e-16
6	45	-2.64545330086463081898e-16
6	46	-8.64759652774438336564e-16
6	47	-6.11490025281824500780e-16
6	48	-3.27862736959616540844e-16
6	49	5.72458747072346341156e-17
6	50	-9.80118763926896008343e-17
6	51	2.30718222304915343557e-16
6	52	-5.20417042793042128324e-17
6	53	4.33680868994201773603e-17
6	54	-5.11743425413158092852e-17
6	55	2.11636264069170465518e-16
6	56	-9.28077059647591795510e-17
6	57	-1.30104260698260532081e-17
6	58	-3.46944695195361418882e-18
6	59	-9.88792381306780043815e-17
6	60	1.64798730217796673969e-16
6	61	-1.70002900645727095252e-16
6	62	2.24646690138996518726e-16
6	63	2.47198095326695010954e-16
6	64	-1.15359111152457671778e-16
6	65	-9.80118763926896008343e-17
6	66	1.36175792864179356911e-16
6	67	-9.10729824887823724566e-17
6	68	-6.24500451351650553988e-17
6	69	4.59701721133853880019e-17
6	70	3.38271077815477383410e-17
6	71	-1.03216046820620022118e-16
6	72	-1.56125112837912638497e-17
6	73	-2.77555756156289135106e-17
6	74	6.76542155630954766821e-17
6	75	-2.60208521396521064162e-17
6	76	4.25007251614317738131e-17
6	77	7.71951946809679157013e-17
6	78	-3.98986399474665631715e-17
6	79	3.98986399474665631715e-17
6	80	1.96023752785379201669e-16
6	81	-1.27502175484295321439e-16
6	82	4.85722573273505986435e-17
6	83	-1.47451495458028603025e-17
6	84	-7.63278329429795121541e-17
6	85	-1.07552855510562039854e-16
6	86	-4.07660016854549667187e-17
6	87	1.04950770296596829212e-16
6	88	2.68882138776405099634e-17
6	89	1.90819582357448780385e-17
6	90	1.02348685082631618570e-16
6	91	1.62196645003831463328e-16
6	92	-3.03576608295941241522e-16
6	93	-3.36536354339500576316e-16
6	94	-2.14238349283135676160e-16
6	95	-1.47451495458028603025e-17
6	96	-3.90312782094781596243e-17
6	97	-5.97612237474010044025e-16
6	98	5.72458747072346341156e-17
6	99	8.58688120608519511734e-17
6	100	2.79290479632265942200e-16
7	8	4.20219414820621750550e-14
7	9	1.70419234279961528955e-14
7	10	1.32116539930393628310e-14
7	11	4.01068067645837800228e-15
7	12	-4.40619762898109001981e-16
7	13	-1.56992474575901042044e-15
7	14	9.14199271839777338755e-16
7	15	-8.84708972748171618150e-16
7	16	1.22384741230163740511e-15
7	17	-1.73472347597680709441e-16
7	18	-6.64399091299117117160e-16
7	19	-1.61329283265843059780e-16
7	20	-1.28716481917479086405e-15
7	21	-3.64291929955129489827e-16
7	22	-7.00828284294630066142e-16
7	23	8.98586760555986074905e-16
7	24	3.05311331771918048616e-16
7	25	1.18308141061618243839e-15
7	26	1.11022302462515654042e-15
7	27	3.92047505570758403337e-16
7	28	3.81639164714897560771e-16
7	29	-2.03656536079677152884e-15
7	30	9.74914593498965587060e-16
7	31	9.22872889219661374227e-16
7	32	3.64291929955129489827e-16
7	33	-6.45317133063372239121e-16
7	34	-1.00613961606654811476e-16
7	35	9.02056207507939689094e-16
7	36	8.30932544992890598223e-16
7	37	5.36029554076833392173e-16
7	38	4.38885039422132194886e-16
7	39	7.35522753814166208031e-16
7	40	9.54097911787243901927e-17
7	41	1.21257170970778815899e-15
7	42	2.61943244872497871256e-16
7	43	2.80157841370254345748e-16
7	44	6.39679281766447616064e-16
7	45	3.14296657276391666613e-16
7	46	6.78710559975925775689e-16
7	47	3.88144377749810587375e-16
7	48	3.44342609981396208241e-16
7	49	4.68375338513737915491e-17
7	50	4.16333634234433702659e-17
7	51	6.85215773010838802293e-17
7	52	-7.89299181569447227957e-17
7	53	2.94035629178068802503e-16
7	54	-2.34187669256868957746e-16
7	55	-1.90819582357448780385e-17
7	56	-1.73472347597680709441e-18
7	57	4.25007251614317738131e-17
7	58	-1.89084858881471973291e-16
7	59	-2.25514051876984922274e-17
7	60	1.17527515497428680646e-16
7	61	2.07733136248222649556e-16
7	62	5.98479599211998447572e-17
7	63	1.72604985859692305894e-16
7	64	2.10768902331182061971e-16
7	65	-5.72458747072346341156e-17
7	66	1.19262238973405487741e-16
7	67	5.72458747072346341156e-17
7	68	2.13370987545147272613e-16
7	69	1.96023752785379201669e-16
7	70	1.42247325030098181742e-16
7	71	2.64545330086463081898e-17
7	72	6.93889390390722837765e-18
7	73	9.45424294407359866454e-17
7	74	9.36750677027475830982e-17
7	75	2.25514051876984922274e-16
7	76	5.50774703622636252476e-17
7	77	-3.72965547335013525299e-17
7	78	1.12757025938492461137e-17
7	79	2.34187669256868957746e-16
7	80	1.77809156287622727177e-17
7	81	9.36750677027475830982e-17
7	82	8.37004077158809423054e-17
7	83	-9.02056207507939689094e-17
7	84	8.80372164058229600414e-17
7	85	-8.41340885848751440790e-17
7	86	2.37223435339828370161e-16
7	87	7.06899816460548890973e-17
7	88	-9.75781955236953990607e-17
7	89	7.50267903359969068333e-17
7	90	3.40439482160448392278e-16
7	91	1.25767452008318514345e-16
7	92	1.61329283265843059780e-16
7	93	-5.68121938382404323420e-17
7	94	1.16226472890446075326e-16
7	95	3.04010289164935443296e-16
7	96	-5.20417042793042128324e-18
7	97	-3.59955121265187472090e-17
7	98	-1.90819582357448780385e-17
7	99	1.54390389361935831403e-16
7	100	3.80771802976909157223e-16
8	9	2.06466788110759580377e-14
8	10	2.86229373536173170578e-15
8	11	1.85962356624713720521e-15
8	12	-2.77555756156289135106e-17
8	13	-1.42941214420488904580e-15
8	14	-1.94982918699793117412e-15
8	15	-1.17961196366422882420e-15
8	16	8.96852037080009267811e-16
8	17	-8.34401991944844212412e-16
8	18	2.56739074444567449973e-16
8	19	4.71844785465691529680e-16
8	20	-6.93889390390722837765e-18
8	21	-7.91033905045424035052e-16
8	22	-6.38378239159465010744e-16
8	23	-5.41233724504763813457e-16
8	24	-5.89805981832114412100e-16
8	25	2.08166817117216851329e-16
8	26	8.67361737988403547206e-16
8	27	-3.81639164714897560771e-16
8	28	1.06165076729780594178e-15
8	29	-3.19189119579732505372e-16
8	30	0.00000000000000000000e+00
8	31	2.63677968348474678351e-16
8	32	-1.59594559789866252686e-16
8	33	-9.22872889219661374227e-16
8	34	1.24900090270330110798e-16
8	35	-2.84494650060196363484e-16
8	36	-2.08166817117216851329e-17
8	37	8.32667268468867405318e-17
8	38	-1.87350135405495166196e-16
8	39	6.10622663543836097233e-16
8	40	-2.32452945780892150651e-16
8	41	8.01442245901284877618e-16
8	42	2.32452945780892150651e-16
8	43	2.42861286636752993218e-16
8	44	7.04297731246583680331e-16
8	45	1.10154940724527250495e-16
8	46	5.87854417921640504119e-16
8	47	2.43511807940244295878e-16
8	48	1.01481323344643215023e-16
8	49	8.76035355368287582678e-17
8	50	1.96023752785379201669e-16
8	51	1.31838984174237339175e-16
8	52	-3.46944695195361418882e-17
8	53	1.85615411929518359102e-16
8	54	-7.63278329429795121541e-17
8	55	6.07153216591882483044e-17
8	56	-5.37764277552810199268e-17
8	57	2.30718222304915343557e-16
8	58	-2.58473797920544257067e-16
8	59	-8.67361737988403547206e-18
8	60	1.04083408558608425665e-17
8	61	-2.94902990916057206050e-17
8	62	-2.81025203108242749295e-16
8	63	-2.42861286636752993218e-17
8	64	6.07153216591882483044e-17
8	65	6.59194920871186695877e-17
8	66	-7.45931094670027050597e-17
8	67	5.55111512312578270212e-17
8	68	1.35308431126190953364e-16
8	69	6.93889390390722837765e-17
8	70	-1.33573707650214146270e-16
8	71	1.26634813746306917892e-16
8	72	4.16333634234433702659e-17
8	73	1.14491749414469268231e-16
8	74	1.02348685082631618570e-16
8	75	1.37043154602167760459e-16
8	76	2.16840434497100886801e-16
8	77	1.19695919842399689514e-16
8	78	2.27248775352961729368e-16
8	79	2.61943244872497871256e-16
8	80	7.11236625150490908709e-17
8	81	7.80625564189563192485e-17
8	82	7.80625564189563192485e-17
8	83	1.56125112837912638497e-16
8	84	-2.06432093641240044235e-16
8	85	1.07552855510562039854e-16
8	86	-1.90819582357448780385e-17
8	87	2.08166817117216851329e-17
8	88	2.01227923213309622952e-16
8	89	3.34801630863523769222e-16
8	90	-7.97972798949331263429e-17
8	91	8.67361737988403547206e-18
8	92	1.38777878078144567553e-17
8	93	3.12250225675825276994e-17
8	94	-8.15320033709099334374e-17
8	95	5.03069808033274057379e-17
8	96	-1.31838984174237339175e-16
8	97	2.67147415300428292539e-16
8	98	-1.11022302462515654042e-16
8	99	-1.80411241501587937819e-16
8	100	3.29597460435593347938e-17
9	10	-1.20459198171829484636e-14
9	11	3.96904731303493463201e-15
9	12	1.18655085756813605258e-15
9	13	1.67921232474554926739e-15
9	14	-5.07927033766009117244e-15
9	15	4.99600361081320443191e-16
9	16	9.99200722162640886381e-16
9	17	-2.42861286636752993218e-16
9	18	5.41233724504763813457e-16
9	19	1.09981468376929569786e-15
9	20	1.38083988687753844715e-15
9	21	1.23338839141950984413e-15
9	22	1.03389519168217702827e-15
9	23	7.70217223333702349919e-16
9	24	3.26128013483639733749e-16
9	25	1.17440779323629840292e-15
9	26	3.05311331771918048616e-15
